client_id,nom_client,genre_client,date_naissance,adresse_email,num_tel_mobile,adresse_physique,identifiant_national,type_abonnement,plan_tarifaire,date_debut_abonnement,statut_actif,moyen_paiement,facture_moyenne_mensuelle,satisfaction_client,date_consentement,consentement_marketing,optout_marketing,tenure_jours,tenure_mois,duree_appel_totale_sec,duree_appel_moyenne_sec,nb_appels,sms_total,data_totale_gb,data_moyenne_gb,nb_evenements_data_cdr,nb_evenements_total,recence_cdr_jours,nb_sessions,duree_session_moyenne_sec,duree_session_totale_sec,taux_cookies,recence_session_jours,zone_reseau_principale,qualite_signal_dominante,latitude_moyenne,longitude_moyenne,churn,data_manquante,satisfaction_manquante,nb_reclamations,reclamation_manquante,data_mois_M,data_mois_M1,tendance_data_pct,ratio_sms_appels,ratio_data_voix,score_qualite_zone,score_frustration
123,Client_123,Homme,1967-10-04,client_123@yahoo.com,21696510493,Adresse_123,19201428,Offre Prépayée,Offre Classique,2022-12-07,True,especes,5.26,3.0,2023-04-25,True,False,756,24,1344.0,192.0,7.0,6.0,0.0,0.0,0.0,17.0,68.0,6,351.8333333333333,2111,0.6666666666666666,60,SUBURBAIN,Bon,35.09546,9.9666558,0,0,0,1.0,0,0.0,0.0,0.0,0.8571,0.0,4,3.0
124,Client_124,Homme,1992-02-18,client_124@outlook.fr,21655855920,Adresse_124,11208944,Offre Prépayée,Forfait Mobile (Mixte),2021-05-17,True,especes,6.71,5.0,,False,False,1325,43,1891.0,171.9090909090909,11.0,18.0,200.25,13.35,15.0,44.0,2.0,6,92.16666666666669,553,0.6666666666666666,127,SUBURBAIN,Bon,35.196442,9.911285142857142,0,0,0,0.0,0,4.94,6.72,-26.49,1.6364,108.4379,4,0.0
125,Client_125,Femme,1983-08-08,client_125@yahoo.com,21657367712,Adresse_125,8576472,Offre Prépayée,Offre Classique,2021-02-10,False,ticket_recharge,42.71,1.0,,False,False,1421,46,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1085.0,1,173.0,173,0.0,537,URBAIN,Excellent,36.31615,10.234466,1,0,0,8.0,0,0.0,0.0,0.0,20.0,0.0,9,40.0
126,Client_126,Homme,1959-03-06,client_126@outlook.fr,21642409854,Adresse_126,2361303,Offre à Facture,Offre Classique,2022-03-15,True,ticket_recharge,12.81,4.0,2022-05-04,True,False,1023,33,765.0,153.0,5.0,2.0,0.0,0.0,0.0,13.0,307.0,7,540.7142857142857,3785,0.8571428571428571,129,URBAIN,Excellent,36.38195557142857,10.313023571428571,1,0,0,0.0,0,0.0,0.0,0.0,0.4,0.0,9,0.0
127,Client_127,Femme,1984-01-19,client_127@yahoo.com,21691181360,Adresse_127,5201765,Offre Prépayée,Offre Classique,2023-12-14,True,ticket_recharge,23.85,1.0,,False,False,384,12,953.0,136.14285714285714,7.0,8.0,0.0,0.0,0.0,22.0,186.0,8,326.0,2608,0.25,111,URBAIN,Excellent,36.21119,10.359798,1,0,0,5.0,0,0.0,0.0,0.0,1.1429,0.0,9,25.0
128,Client_128,Femme,1967-10-01,client_128@outlook.fr,21653515419,Adresse_128,13894100,Offre Prépayée,Offre Classique,2021-11-14,True,ticket_recharge,9.66,1.0,,False,False,1144,37,832.0,118.85714285714286,7.0,4.0,0.0,0.0,0.0,15.0,213.0,10,146.2,1462,0.1,32,RURAL,Bon,31.9835705,8.056227333333334,1,0,0,2.0,0,0.0,0.0,0.0,0.5714,0.0,2,10.0
129,Client_129,Femme,1961-04-16,client_129@outlook.fr,21655138286,Adresse_129,12197162,Offre Prépayée,Offre Classique,2021-12-26,True,ticket_recharge,31.71,2.0,2022-04-21,True,False,1102,36,2492.0,226.54545454545453,11.0,11.0,0.0,0.0,0.0,24.0,3.0,10,319.2,3192,0.7,194,SUBURBAIN,Bon,35.06348216666667,9.610936666666667,0,0,0,3.0,0,0.0,0.0,0.0,1.0,0.0,4,12.0
130,Client_130,Femme,1997-08-18,client_130@tunisietelecom.tn,21659333100,Adresse_130,17674851,Offre Prépayée,Offre Classique,2022-08-18,True,ticket_recharge,12.01,4.0,2022-10-02,True,False,867,28,1446.0,241.0,6.0,7.0,0.0,0.0,0.0,19.0,13.0,8,256.875,2055,0.875,131,SUBURBAIN,Excellent,35.309142,9.1816005,0,0,0,1.0,0,0.0,0.0,0.0,1.1667,0.0,6,2.0
131,Client_131,Femme,1948-02-25,client_131@outlook.fr,21624584197,Adresse_131,9348022,Offre Prépayée,Forfait Illimité,2021-09-04,False,ticket_recharge,15.9,2.0,2022-07-09,True,False,1215,39,0.0,0.0,0.0,0.0,29.9,9.966666666666669,3.0,10.0,70.0,3,178.0,534,0.3333333333333333,106,URBAIN,Excellent,36.67241466666667,10.324898666666668,0,0,0,2.0,0,1.0,13.11,-92.37,0.0,100.0,9,8.0
132,Client_132,Femme,1950-04-16,client_132@tunisietelecom.tn,21691311955,Adresse_132,7983604,Offre Prépayée,Offre Classique,2021-10-04,True,prelevement_bancaire,21.88,2.0,2021-12-30,True,False,1185,38,238.0,119.0,2.0,7.0,0.0,0.0,0.0,16.0,17.0,15,370.9333333333333,5564,0.9333333333333332,114,SUBURBAIN,Bon,0.0,0.0,0,0,0,3.0,0,0.0,0.0,0.0,3.5,0.0,4,12.0
133,Client_133,Femme,1970-03-15,client_133@outlook.fr,21695933594,Adresse_133,12897501,Offre à Facture,Offre Classique,2022-10-25,False,ticket_recharge,50.38,1.0,2023-05-20,True,False,799,26,88.0,88.0,1.0,1.0,0.0,0.0,0.0,3.0,409.0,2,776.5,1553,1.0,221,SUBURBAIN,Bon,35.2965425,9.3133075,1,0,0,4.0,0,0.0,0.0,0.0,1.0,0.0,4,20.0
134,Client_134,Homme,1994-06-01,client_134@gmail.com,21655835451,Adresse_134,17465377,Offre Prépayée,Offre Classique,2023-05-26,True,ticket_recharge,22.27,3.0,,False,False,586,19,3654.0,281.0769230769231,13.0,7.0,0.0,0.0,0.0,26.0,1.0,7,537.1428571428571,3760,0.4285714285714285,35,URBAIN,Excellent,36.707904,10.3326328,0,0,0,1.0,0,0.0,0.0,0.0,0.5385,0.0,9,3.0
135,Client_135,Homme,1947-12-18,client_135@outlook.fr,21658323494,Adresse_135,14885250,Offre Prépayée,Offre Classique,2021-05-17,True,ticket_recharge,21.18,3.0,2022-02-09,True,False,1325,43,1836.0,166.9090909090909,11.0,7.0,0.0,0.0,0.0,22.0,24.0,10,580.3,5803,0.9,35,URBAIN,Bon,36.70555766666667,10.310868166666667,0,0,0,2.0,0,0.0,0.0,0.0,0.6364,0.0,6,6.0
136,Client_136,Femme,1991-04-06,client_136@gmail.com,21625698713,Adresse_136,15902059,Offre Prépayée,Offre Classique,2022-02-05,True,ticket_recharge,50.64,2.0,2022-05-04,True,False,1061,34,856.0,85.6,10.0,5.0,0.0,0.0,0.0,19.0,111.0,7,219.42857142857144,1536,0.8571428571428571,77,URBAIN,Bon,,,1,0,0,,1,0.0,0.0,0.0,0.5,0.0,6,
137,Client_137,Femme,1981-09-16,client_137@gmail.com,21694790328,Adresse_137,7607912,Offre Prépayée,Offre Classique,2021-02-01,False,ticket_recharge,9.26,1.0,,False,False,1430,46,1972.0,394.4,5.0,3.0,0.0,0.0,0.0,10.0,198.0,3,603.0,1809,0.6666666666666666,462,URBAIN,Excellent,36.141213,10.077825,1,0,0,2.0,0,0.0,0.0,0.0,0.6,0.0,9,10.0
138,Client_138,Homme,1966-05-16,client_138@outlook.fr,21696289730,Adresse_138,6228566,Offre Prépayée,Offre Classique,2022-05-20,False,ticket_recharge,20.34,1.0,,False,False,957,31,413.0,206.5,2.0,0.0,0.0,0.0,0.0,3.0,486.0,6,435.8333333333333,2615,0.5,51,URBAIN,Bon,36.530589,10.307903,1,0,0,5.0,0,0.0,0.0,0.0,0.0,0.0,6,25.0
139,Client_139,Femme,1959-05-05,client_139@gmail.com,21625437610,Adresse_139,11719407,Offre Prépayée,Forfait Mobile (Mixte),2022-03-05,True,ticket_recharge,19.98,4.0,2022-06-30,True,False,1033,33,378.0,94.5,4.0,8.0,130.75,16.34375,8.0,20.0,36.0,8,374.75,2998,0.625,33,RURAL,Faible,31.9683868,8.6993326,0,0,0,1.0,0,16.34,4.02,200.0,2.0,354.2011,1,2.0
140,Client_140,Homme,1991-05-23,client_140@tunisietelecom.tn,21623326133,Adresse_140,11337913,Offre Prépayée,Offre Classique,2021-01-27,True,especes,7.37,5.0,2021-03-21,True,False,1435,47,1955.0,162.91666666666666,12.0,11.0,0.0,0.0,0.0,24.0,9.0,8,440.625,3525,0.625,289,URBAIN,Excellent,36.47939677777778,10.315174555555556,0,0,0,0.0,0,0.0,0.0,0.0,0.9167,0.0,9,0.0
141,Client_141,Homme,1999-11-30,client_141@yahoo.com,21628948140,Adresse_141,1328821,Offre à Facture,Offre Classique,2023-10-04,False,ticket_recharge,5.55,,2020-11-17,True,True,455,14,399.0,199.5,2.0,1.0,0.0,0.0,0.0,6.0,203.0,3,167.0,501,1.0,186,URBAIN,Bon,36.879354,10.220455,1,0,1,,1,0.0,0.0,0.0,0.5,0.0,6,
142,Client_142,Homme,1979-12-24,client_142@outlook.fr,21657221714,Adresse_142,14887008,Offre à Facture,Offre Classique,2022-11-04,True,ticket_recharge,9.27,1.0,,False,False,789,25,671.0,111.83333333333331,6.0,9.0,0.0,0.0,0.0,21.0,12.0,7,280.85714285714283,1966,0.5714285714285714,18,URBAIN,Excellent,36.274074,10.3122705,0,0,0,5.0,0,0.0,0.0,0.0,1.5,0.0,9,25.0
143,Client_143,Femme,1989-06-23,client_143@gmail.com,21646005858,Adresse_143,17725275,Offre Prépayée,Offre Classique,2022-06-10,True,ticket_recharge,118.82,1.0,2022-10-05,True,False,936,30,908.0,90.8,10.0,6.0,0.0,0.0,0.0,29.0,32.0,12,294.9166666666667,3539,0.8333333333333334,72,URBAIN,Excellent,36.441717833333335,10.185084666666668,0,0,0,8.0,0,0.0,0.0,0.0,0.6,0.0,9,40.0
144,Client_144,Femme,1981-02-05,client_144@outlook.fr,21648028722,Adresse_144,6193734,Offre à Facture,Offre Classique,2022-05-13,False,especes,18.29,1.0,2023-01-27,True,True,964,31,214.0,214.0,1.0,3.0,0.0,0.0,0.0,4.0,46.0,3,216.33333333333331,649,1.0,369,URBAIN,Bon,36.0785435,10.199074499999998,0,0,0,7.0,0,0.0,0.0,0.0,3.0,0.0,6,35.0
145,Client_145,Homme,1954-02-26,client_145@tunisietelecom.tn,21629975708,Adresse_145,18772580,Offre Prépayée,Offre Classique,2022-01-12,True,ticket_recharge,50.45,5.0,,False,False,1085,35,2615.0,326.875,8.0,3.0,0.0,0.0,0.0,13.0,249.0,9,589.4444444444445,5305,0.3333333333333333,255,SUBURBAIN,Excellent,35.2357078,9.6546504,1,0,0,0.0,0,0.0,0.0,0.0,0.375,0.0,6,0.0
146,Client_146,Homme,1981-12-18,client_146@outlook.fr,21692877971,Adresse_146,11807744,Offre Prépayée,Offre Classique,2023-06-18,True,especes,22.92,2.0,2023-08-31,True,False,563,18,1792.0,179.2,10.0,3.0,0.0,0.0,0.0,15.0,56.0,6,603.5,3621,0.8333333333333334,234,URBAIN,Bon,36.826973333333335,10.417207333333334,0,0,0,2.0,0,0.0,0.0,0.0,0.3,0.0,6,8.0
147,Client_147,Homme,2001-01-01,client_147@outlook.fr,21627814612,Adresse_147,6720622,Offre Prépayée,Offre Classique,2021-07-17,True,especes,32.95,3.0,,False,False,1264,41,2629.0,219.08333333333331,12.0,4.0,0.0,0.0,0.0,23.0,32.0,8,301.0,2408,0.125,208,URBAIN,Bon,36.7239755,10.12031925,0,0,0,2.0,0,0.0,0.0,0.0,0.3333,0.0,6,6.0
148,Client_148,Homme,1971-06-16,client_148@gmail.com,21643866757,Adresse_148,19634012,Offre Prépayée,Offre Classique,2022-10-17,True,ticket_recharge,15.95,3.0,,False,False,807,26,1284.0,214.0,6.0,6.0,0.0,0.0,0.0,18.0,8.0,4,160.75,643,0.25,110,SUBURBAIN,Bon,0.0,0.0,0,0,0,1.0,0,0.0,0.0,0.0,1.0,0.0,4,3.0
149,Client_149,Homme,1991-06-13,client_149@tunisietelecom.tn,21646913318,Adresse_149,16545403,Offre Prépayée,Offre Classique,2020-04-05,True,prelevement_bancaire,,4.0,2021-02-03,True,False,1732,56,1292.0,215.33333333333331,6.0,7.0,0.0,0.0,0.0,16.0,45.0,8,217.25,1738,0.875,38,URBAIN,Bon,36.416131500000006,10.46157825,0,0,0,1.0,0,0.0,0.0,0.0,1.1667,0.0,6,2.0
150,Client_150,Femme,1986-05-31,client_150@yahoo.com,21652577969,Adresse_150,11788443,Offre à Facture,Offre Classique,2021-04-29,False,especes,21.9,1.0,,False,False,1343,44,586.0,195.33333333333331,3.0,0.0,0.0,0.0,0.0,4.0,331.0,4,242.25,969,0.0,264,SUBURBAIN,Excellent,,,1,1,0,10.0,0,0.0,0.0,0.0,0.0,0.0,6,50.0
151,Client_151,Homme,1967-04-06,client_151@yahoo.com,21654651387,Adresse_151,4265962,Offre Prépayée,Offre Classique,2020-05-23,True,especes,7.89,2.0,2023-12-07,True,False,1684,55,3396.0,308.72727272727275,11.0,9.0,0.0,0.0,0.0,30.0,18.0,9,203.44444444444449,1831,0.5555555555555556,19,SUBURBAIN,Bon,35.04688890909091,9.527556545454546,0,1,0,8.0,0,0.0,0.0,0.0,0.8182,0.0,4,32.0
152,Client_152,Femme,1998-06-23,client_152@gmail.com,21692711672,Adresse_152,7010334,Offre à Facture,Offre Classique,2020-08-18,True,ticket_recharge,15.2,2.0,,False,False,1597,52,964.0,192.8,5.0,11.0,0.0,0.0,0.0,19.0,23.0,7,508.1428571428572,3557,0.1428571428571428,61,SUBURBAIN,Bon,34.819973000000005,9.549964,0,0,0,,1,0.0,0.0,0.0,2.2,0.0,4,
153,Client_153,Homme,2001-06-29,client_153@outlook.fr,21654212883,Adresse_153,6752613,Offre Prépayée,Forfait Illimité,2022-01-18,True,ticket_recharge,,2.0,2022-05-19,True,False,1079,35,0.0,0.0,0.0,0.0,494.62,35.33,14.0,60.0,7.0,10,219.3,2193,0.8,93,RURAL,Bon,33.1490855,8.654976833333334,0,0,0,3.0,0,11.29,64.62,-82.53,0.0,100.0,2,12.0
154,Client_154,Femme,1949-08-07,client_154@gmail.com,21698232212,Adresse_154,12333572,Offre Prépayée,Offre Classique,2023-04-09,True,ticket_recharge,9.08,3.0,,False,False,633,20,1090.0,155.71428571428572,7.0,7.0,0.0,0.0,0.0,21.0,14.0,13,267.2307692307692,3474,0.3846153846153846,80,URBAIN,Excellent,36.460018625,10.302015875,0,0,0,1.0,0,0.0,0.0,0.0,1.0,0.0,9,3.0
155,Client_155,Femme,1954-08-08,client_155@gmail.com,21647423959,Adresse_155,16637025,Offre à Facture,Forfait Mobile (Mixte),2021-06-24,False,ticket_recharge,17.58,1.0,2021-07-04,True,True,1287,42,869.0,289.6666666666667,3.0,1.0,7.07,3.535,2.0,6.0,200.0,1,59.0,59,0.0,875,URBAIN,Bon,36.80408625,10.2877615,1,0,0,8.0,0,4.62,2.45,88.57,0.3333,8.331,6,40.0
156,Client_156,Femme,1981-05-16,client_156@gmail.com,21697984297,Adresse_156,15701669,Offre Prépayée,Offre Classique,2022-11-25,True,ticket_recharge,13.3,2.0,,False,False,768,25,330.0,82.5,4.0,7.0,0.0,0.0,0.0,19.0,120.0,6,265.0,1590,0.5,74,SUBURBAIN,Excellent,34.955134,9.32390875,1,0,0,2.0,0,0.0,0.0,0.0,1.75,0.0,6,8.0
157,Client_157,Femme,1964-11-10,client_157@outlook.fr,21645859221,Adresse_157,4325315,Offre Prépayée,Offre Classique,2021-06-08,True,ticket_recharge,22.43,4.0,,False,False,1303,42,1891.0,270.1428571428572,7.0,7.0,0.0,0.0,0.0,22.0,39.0,7,127.42857142857144,892,0.2857142857142857,52,URBAIN,Excellent,36.75781925,10.5060345,0,0,0,0.0,0,0.0,0.0,0.0,1.0,0.0,9,0.0
158,Client_158,Femme,1997-05-16,client_158@tunisietelecom.tn,21694801250,Adresse_158,6217092,Offre Prépayée,Offre Classique,2023-03-29,False,especes,10.0,2.0,2024-03-10,True,False,644,21,682.0,341.0,2.0,2.0,0.0,0.0,0.0,4.0,234.0,2,204.5,409,0.5,18,SUBURBAIN,Excellent,35.259745,9.96384,1,1,0,,1,0.0,0.0,0.0,1.0,0.0,6,
159,Client_159,Femme,1970-11-01,client_159@gmail.com,21651019675,Adresse_159,11828791,Offre Prépayée,Offre Classique,2023-06-20,True,especes,17.38,1.0,,False,False,561,18,1124.0,160.57142857142858,7.0,9.0,0.0,0.0,0.0,22.0,9.0,6,162.33333333333334,974,0.0,16,SUBURBAIN,Bon,34.85783971428571,9.416551,0,0,0,2.0,0,0.0,0.0,0.0,1.2857,0.0,4,10.0
160,Client_160,Homme,2004-01-24,client_160@outlook.fr,21641486799,Adresse_160,17652346,Offre Prépayée,Offre Classique,2023-01-14,True,ticket_recharge,23.44,4.0,2023-08-16,True,False,718,23,782.0,111.71428571428572,7.0,4.0,0.0,0.0,0.0,14.0,59.0,13,932.0,12116,0.7692307692307693,32,URBAIN,Bon,36.35035141666666,10.238090833333333,0,0,0,1.0,0,0.0,0.0,0.0,0.5714,0.0,6,2.0
161,Client_161,Femme,1975-12-20,client_161@tunisietelecom.tn,21643238057,Adresse_161,6988099,Offre Prépayée,Forfait Illimité,2021-07-31,True,especes,34.86,2.0,2022-05-05,True,False,1250,41,0.0,0.0,0.0,0.0,274.36,22.863333333333333,12.0,41.0,71.0,8,178.5,1428,0.625,186,SUBURBAIN,Bon,35.16856225,9.22022275,0,0,0,6.0,0,5.25,35.21,-85.09,0.0,100.0,4,24.0
162,Client_162,Homme,1981-05-28,client_162@gmail.com,21621566088,Adresse_162,18871917,Offre Prépayée,Offre Classique,2021-11-12,True,especes,14.61,3.0,2021-12-09,True,False,1146,37,2710.0,271.0,10.0,4.0,0.0,0.0,0.0,22.0,24.0,12,186.08333333333331,2233,0.6666666666666666,132,URBAIN,Excellent,36.9390446,10.4695046,0,0,0,2.0,0,0.0,0.0,0.0,0.4,0.0,9,6.0
163,Client_163,Femme,1995-09-21,client_163@yahoo.com,21627558947,Adresse_163,16446079,Offre à Facture,Forfait Illimité,2021-07-10,True,ticket_recharge,29.68,1.0,2022-03-01,True,True,1271,41,0.0,0.0,0.0,0.0,632.1,57.463636363636354,11.0,51.0,13.0,7,393.0,2751,0.8571428571428571,179,SUBURBAIN,Excellent,35.01742771428572,9.305873142857145,0,0,0,5.0,0,16.29,21.85,-25.45,0.0,100.0,6,25.0
164,Client_164,Femme,1981-04-07,client_164@tunisietelecom.tn,21691658003,Adresse_164,4878450,Offre Prépayée,Offre Classique,2022-10-09,True,ticket_recharge,17.72,5.0,2023-08-17,True,False,815,26,2031.0,253.875,8.0,4.0,0.0,0.0,0.0,18.0,85.0,13,344.2307692307692,4475,1.0,3,URBAIN,Excellent,36.53587666666667,10.229116333333332,0,0,0,1.0,0,0.0,0.0,0.0,0.5,0.0,9,1.0
165,Client_165,Homme,1975-07-14,client_165@gmail.com,21641805113,Adresse_165,14033349,Offre Prépayée,Forfait Mobile (Mixte),2021-10-07,False,ticket_recharge,17.8,1.0,,False,False,1182,38,0.0,0.0,0.0,1.0,44.85,7.474999999999999,6.0,7.0,310.0,2,702.5,1405,0.0,31,URBAIN,Excellent,36.049625250000005,10.3262405,1,0,0,,1,4.66,5.57,-16.34,20.0,100.0,9,
166,Client_166,Femme,1973-08-19,client_166@tunisietelecom.tn,21656028035,Adresse_166,7407054,Offre Prépayée,Offre Classique,2022-03-06,True,ticket_recharge,,4.0,2022-03-31,True,False,1032,33,2321.0,232.1,10.0,5.0,0.0,0.0,0.0,25.0,18.0,11,408.1818181818182,4490,0.6363636363636364,140,URBAIN,Bon,36.678934000000005,10.1089734,0,0,0,2.0,0,0.0,0.0,0.0,0.5,0.0,6,4.0
167,Client_167,Homme,1951-10-16,client_167@tunisietelecom.tn,21645034464,Adresse_167,1782877,Offre à Facture,Forfait Mobile (Mixte),2022-11-17,True,ticket_recharge,13.62,2.0,,False,False,776,25,2697.0,245.1818181818182,11.0,9.0,226.31,12.572777777777777,18.0,38.0,19.0,3,614.3333333333334,1843,0.0,92,SUBURBAIN,Bon,34.9024735,9.7236795,0,0,0,2.0,0,5.29,38.45,-86.24,0.8182,85.9256,4,8.0
168,Client_168,Homme,1957-03-11,client_168@tunisietelecom.tn,21653092101,Adresse_168,18068132,Offre Prépayée,Offre Classique,2023-09-25,True,ticket_recharge,58.87,1.0,2023-11-17,True,False,464,15,919.0,153.16666666666666,6.0,5.0,0.0,0.0,0.0,21.0,10.0,10,295.5,2955,0.9,75,URBAIN,Excellent,36.7729948,10.3050848,0,0,0,4.0,0,0.0,0.0,0.0,0.8333,0.0,9,20.0
169,Client_169,Homme,1961-02-07,client_169@tunisietelecom.tn,21659503967,Adresse_169,17299492,Offre Prépayée,Offre Classique,2023-09-16,True,ticket_recharge,20.0,2.0,,False,False,473,15,3492.0,349.2,10.0,5.0,0.0,0.0,0.0,19.0,9.0,17,293.1764705882353,4984,0.3529411764705882,1,SUBURBAIN,Bon,35.10436377777778,9.427919333333334,0,0,0,3.0,0,0.0,0.0,0.0,0.5,0.0,4,12.0
170,Client_170,Homme,1983-07-10,client_170@tunisietelecom.tn,21697208714,Adresse_170,8236694,Offre Prépayée,Offre Classique,2020-08-07,False,ticket_recharge,14.48,,,False,False,1608,52,68.0,68.0,1.0,0.0,0.0,0.0,0.0,1.0,69.0,1,114.0,114,0.0,300,SUBURBAIN,Bon,35.032125,9.683827,0,0,1,,1,0.0,0.0,0.0,0.0,0.0,4,
171,Client_171,Femme,1952-10-20,client_171@tunisietelecom.tn,21697762126,Adresse_171,16928643,Offre Prépayée,Forfait Mobile (Mixte),2023-06-08,True,especes,9.34,4.0,2023-07-06,True,False,573,18,5036.0,239.8095238095238,21.0,2.0,146.58,18.3225,8.0,31.0,19.0,8,319.5,2556,0.625,49,URBAIN,Bon,36.4036995,10.1554415,0,0,0,0.0,0,9.4,38.17,-75.37,0.0952,29.805,6,0.0
172,Client_172,Femme,1965-03-27,client_172@gmail.com,21697342057,Adresse_172,17049850,Offre Prépayée,Offre Classique,2023-11-09,True,ticket_recharge,16.13,4.0,,False,False,419,13,2085.0,231.66666666666663,9.0,4.0,0.0,0.0,0.0,20.0,147.0,10,308.9,3089,0.4,23,URBAIN,Bon,36.49319466666666,10.372739333333334,1,0,0,2.0,0,0.0,0.0,0.0,0.4444,0.0,6,4.0
173,Client_173,Homme,1977-08-23,client_173@yahoo.com,21644541483,Adresse_173,9556255,Offre Prépayée,Forfait Mobile (Mixte),2023-06-02,False,prelevement_bancaire,23.14,2.0,2024-05-19,True,False,579,19,350.0,175.0,2.0,3.0,43.5,10.875,4.0,9.0,50.0,2,881.0,1762,1.0,24,SUBURBAIN,Faible,35.3901665,10.079635,0,0,0,4.0,0,2.39,2.26,5.75,1.5,127.2686,2,16.0
174,Client_174,Femme,1951-10-26,client_174@outlook.fr,21692512760,Adresse_174,11435477,Offre Prépayée,Offre Classique,2020-07-08,True,especes,8.61,2.0,,False,False,1638,53,1985.0,283.57142857142856,7.0,4.0,0.0,0.0,0.0,19.0,10.0,10,140.1,1401,0.4,89,RURAL,Faible,32.63517383333333,8.651597666666667,0,0,0,2.0,0,0.0,0.0,0.0,0.5714,0.0,1,8.0
175,Client_175,Femme,1971-11-24,client_175@tunisietelecom.tn,21624557689,Adresse_175,18736484,Offre Prépayée,Forfait Mobile (Mixte),2020-07-16,True,prelevement_bancaire,17.6,5.0,2024-04-12,True,False,1630,53,2306.0,230.6,10.0,8.0,126.63,15.82875,8.0,26.0,17.0,9,503.8888888888889,4535,0.5555555555555556,57,SUBURBAIN,Bon,35.13715225,9.436550875,0,0,0,0.0,0,5.01,79.28999999999999,-93.68,0.8,56.2312,4,0.0
176,Client_176,Homme,1970-03-18,client_176@outlook.fr,21622863236,Adresse_176,5327308,Offre Prépayée,Forfait Mobile (Mixte),2023-07-30,True,prelevement_bancaire,,2.0,,False,False,521,17,2738.0,228.16666666666663,12.0,3.0,62.23,10.371666666666668,6.0,21.0,24.0,5,246.8,1234,0.6,146,URBAIN,Bon,36.47202433333333,10.3217485,0,0,0,3.0,0,12.35,31.36,-60.62,0.25,23.2737,6,12.0
177,Client_177,Femme,1971-02-14,client_177@gmail.com,21651450930,Adresse_177,12581420,Offre à Facture,Forfait Mobile (Mixte),2021-09-24,True,especes,89.31,5.0,2022-06-20,True,False,1195,39,2550.0,283.3333333333333,9.0,10.0,78.13,11.161428571428573,7.0,26.0,56.0,5,256.6,1283,0.8,495,RURAL,Faible,32.78999966666667,8.875345333333334,0,0,0,1.0,0,8.1,4.43,82.84,1.1111,31.3746,1,1.0
178,Client_178,Homme,1989-10-21,client_178@tunisietelecom.tn,21628402324,Adresse_178,14494708,Offre à Facture,Offre Classique,2021-09-19,False,ticket_recharge,20.72,2.0,2022-08-18,True,False,1200,39,283.0,141.5,2.0,0.0,0.0,0.0,0.0,3.0,195.0,1,483.0,483,1.0,426,RURAL,Bon,32.290812,8.992229,1,0,0,4.0,0,0.0,0.0,0.0,0.0,0.0,2,16.0
179,Client_179,Homme,1957-08-17,client_179@yahoo.com,21698946232,Adresse_179,4079042,Offre Prépayée,Offre Classique,2022-08-30,True,ticket_recharge,14.05,3.0,,False,False,855,28,542.0,135.5,4.0,4.0,0.0,0.0,0.0,11.0,97.0,4,459.5,1838,1.0,162,URBAIN,Bon,36.54405466666667,10.217459,1,0,0,3.0,0,0.0,0.0,0.0,1.0,0.0,6,9.0
180,Client_180,Femme,1997-08-19,client_180@outlook.fr,21624498408,Adresse_180,17538655,Offre à Facture,Forfait Illimité,2023-07-06,True,ticket_recharge,11.33,3.0,2023-08-09,True,False,545,17,0.0,0.0,0.0,0.0,449.13,32.080714285714286,14.0,53.0,10.0,6,190.16666666666663,1141,0.8333333333333334,28,URBAIN,Bon,,,0,0,0,1.0,0,79.35,41.0,93.54,0.0,100.0,6,3.0
181,Client_181,Femme,1961-02-04,client_181@tunisietelecom.tn,21626403252,Adresse_181,6968633,Offre Prépayée,Offre Classique,2020-07-24,True,ticket_recharge,6.27,3.0,2024-07-25,True,False,1622,53,918.0,183.6,5.0,5.0,0.0,0.0,0.0,17.0,1.0,12,669.5833333333334,8035,0.5833333333333334,32,URBAIN,Excellent,36.46939025,10.403171,0,0,0,3.0,0,0.0,0.0,0.0,1.0,0.0,9,9.0
182,Client_182,Femme,1989-10-04,client_182@gmail.com,21691091006,Adresse_182,7898046,Offre Prépayée,Offre Classique,2021-12-10,False,ticket_recharge,5.63,,2022-11-22,True,True,1118,36,314.0,314.0,1.0,1.0,0.0,0.0,0.0,5.0,317.0,2,255.0,510,1.0,306,URBAIN,Bon,35.886508,9.962909,1,0,1,,1,0.0,0.0,0.0,1.0,0.0,6,
183,Client_183,Homme,1947-05-02,client_183@yahoo.com,21641688725,Adresse_183,13844180,Offre Prépayée,Offre Classique,2020-05-23,True,ticket_recharge,,3.0,2024-09-02,True,False,1684,55,1181.0,196.83333333333331,6.0,4.0,0.0,0.0,0.0,15.0,13.0,7,188.28571428571428,1318,1.0,34,RURAL,Faible,32.431054875,8.60312325,0,0,0,,1,0.0,0.0,0.0,0.6667,0.0,1,
184,Client_184,Homme,1994-06-24,client_184@outlook.fr,21651206487,Adresse_184,18983939,Offre Prépayée,Forfait Mobile (Mixte),2021-10-10,False,prelevement_bancaire,21.85,2.0,2022-05-05,True,False,1179,38,907.0,302.3333333333333,3.0,2.0,220.83,44.166,5.0,10.0,128.0,5,195.8,979,1.0,3,SUBURBAIN,Bon,34.563856,9.506405,1,0,0,4.0,0,24.95,3.08,200.0,0.6667,249.3163,4,16.0
